node_id,hnid,name,depth,compound_count,child_count,is_leaf,parent_path,path
node_386,5594121,Agency for Toxic Substances and Disease Registry (ATSDR),2,159,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Agency for Toxic Substances and Disease Registry (ATSDR)
node_384,5592926,Athena Minerals,2,296,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Athena Minerals
node_403,13313402,Australian Industrial Chemicals Introduction Scheme (AICIS),2,20794,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Australian Industrial Chemicals Introduction Scheme (AICIS)
node_374,5565652,"Baker Lab, Chemistry Department, The University of North Carolina at Chapel Hill",2,3438,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > Baker Lab, Chemistry Department, The University of North Carolina at Chapel Hill"
node_436,18246707,Beilstein Journals,2,42855,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Beilstein Journals
node_370,5564641,BindingDB,2,45015,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > BindingDB
node_413,13590447,California Office of Environmental Health Hazard Assessment (OEHHA),2,971,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > California Office of Environmental Health Hazard Assessment (OEHHA)
node_412,13590446,California Safe Cosmetics Program (CSCP) Product Database,2,2134,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > California Safe Cosmetics Program (CSCP) Product Database
node_269,2166078,CAMEO Chemicals,2,4434,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > CAMEO Chemicals
node_342,4280018,CAS Common Chemistry,2,411528,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > CAS Common Chemistry
node_339,4112373,CCSbase,2,6238,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > CCSbase
node_268,2166075,ChEBI,2,179539,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > ChEBI
node_296,3373678,ChEMBL,2,2898882,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > ChEMBL
node_376,5565659,Chemical Probes Portal,2,971,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Chemical Probes Portal
node_284,2631959,ChemIDplus,2,340542,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > ChemIDplus
node_283,2555398,ClinicalTrials.gov,2,10241,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > ClinicalTrials.gov
node_421,17147188,"Commission on New Minerals, Nomenclature and Classification (CNMNC)",2,240,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > Commission on New Minerals, Nomenclature and Classification (CNMNC)"
node_333,4032642,Comparative Toxicogenomics Database (CTD),2,11714,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Comparative Toxicogenomics Database (CTD)
node_349,4364658,Consumer Product Information Database (CPID),2,3235,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Consumer Product Information Database (CPID)
node_351,4630756,Cooperative Patent Classification (CPC),2,38607131,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Cooperative Patent Classification (CPC)
node_399,12950246,Cosmetic Ingredient Review (CIR),2,1767,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Cosmetic Ingredient Review (CIR)
node_390,11194677,Crystallography Open Database (COD),2,196471,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Crystallography Open Database (COD)
node_266,2166072,DailyMed,2,3836,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > DailyMed
node_407,13313715,DHS Chemical Facility Anti-Terrorism Standards (CFATS) Chemicals of Interest,2,305,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > DHS Chemical Facility Anti-Terrorism Standards (CFATS) Chemicals of Interest
node_439,18828593,Dietary Supplement Label Database (DSLD),2,2614,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Dietary Supplement Label Database (DSLD)
node_359,4877712,"Drug Database, Clinicalinfo.hiv.gov",2,118,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > Drug Database, Clinicalinfo.hiv.gov"
node_332,4024330,Drug Enforcement Administration (DEA),2,2094,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Drug Enforcement Administration (DEA)
node_317,3857765,Drug Gene Interaction database (DGIdb),2,14875,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Drug Gene Interaction database (DGIdb)
node_264,2166068,DrugBank,2,15348,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > DrugBank
node_433,18182631,DrugCentral,2,4626,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > DrugCentral
node_310,3647736,Drugs and Lactation Database (LactMed),2,1769,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Drugs and Lactation Database (LactMed)
node_388,5614019,Drugs@FDA,2,2499,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Drugs@FDA
node_291,3101694,DTP/NCI,2,306329,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > DTP/NCI
node_360,5528232,E. coli Metabolome Database (ECMDB),2,2068,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > E. coli Metabolome Database (ECMDB)
node_355,4877011,"ECI Group, LCSB, University of Luxembourg",2,1967,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > ECI Group, LCSB, University of Luxembourg"
node_427,17764027,EFSA OpenFoodTox,2,4661,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EFSA OpenFoodTox
node_392,11552267,Emergency Response Guidebook (ERG),2,1069,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Emergency Response Guidebook (ERG)
node_346,4308216,EPA Acute Exposure Guideline Levels (AEGLs),2,302,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Acute Exposure Guideline Levels (AEGLs)
node_313,3739863,EPA Chemical and Products Database (CPDat),2,30165,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Chemical and Products Database (CPDat)
node_396,12940423,EPA Chemical Data Reporting (CDR),2,5924,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Chemical Data Reporting (CDR)
node_275,2166090,EPA Chemicals under the TSCA,2,43469,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Chemicals under the TSCA
node_305,3647731,EPA DSSTox,2,1146923,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA DSSTox
node_432,18182630,EPA Hazardous Air Pollutants,2,171,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Hazardous Air Pollutants
node_398,12950181,EPA Integrated Risk Information System (IRIS),2,543,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Integrated Risk Information System (IRIS)
node_326,3956026,EPA Pesticide Ecotoxicity Database,2,1057,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Pesticide Ecotoxicity Database
node_404,13313403,EPA Provisional Peer-Reviewed Toxicity Values (PPRTVs),2,377,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Provisional Peer-Reviewed Toxicity Values (PPRTVs)
node_356,4877708,EPA Regional Screening Levels for Chemical Contaminants at Superfund Sites,2,818,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Regional Screening Levels for Chemical Contaminants at Superfund Sites
node_409,13315356,EPA Safe Drinking Water Act (SDWA),2,403,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Safe Drinking Water Act (SDWA)
node_288,2965194,EPA Safer Choice,2,673,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Safer Choice
node_364,5553554,EPA Substance Registry Services,2,61718,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Substance Registry Services
node_442,18951804,EPA Toxicity Values Database (ToxValDB),2,40191,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EPA Toxicity Values Database (ToxValDB)
node_306,3647732,EU Clinical Trials Register,2,5920,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EU Clinical Trials Register
node_287,2965193,EU Food Improvement Agents,2,2670,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EU Food Improvement Agents
node_279,2499251,EU Pesticides Database,2,1039,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EU Pesticides Database
node_440,18951463,EUbOPEN,2,2692,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > EUbOPEN
node_299,3406885,European Chemicals Agency (ECHA),2,347817,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > European Chemicals Agency (ECHA)
node_309,3647735,European Medicines Agency (EMA),2,5161,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > European Medicines Agency (EMA)
node_353,4875758,FDA Approved Animal Drug Products (Green Book),2,459,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Approved Animal Drug Products (Green Book)
node_423,17227287,FDA Generally Recognized as Safe (GRAS),2,131,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Generally Recognized as Safe (GRAS)
node_371,5564821,FDA Global Substance Registration System (GSRS),2,124203,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Global Substance Registration System (GSRS)
node_431,18140378,FDA Liver Toxicity Knowledge Base (LTKB),2,2021,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Liver Toxicity Knowledge Base (LTKB)
node_286,2888961,FDA Medication Guides,2,418,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Medication Guides
node_272,2166083,FDA Orange Book,2,2419,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Orange Book
node_424,17227311,FDA Packaging & Food Contact Substances (FCS),2,1945,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Packaging & Food Contact Substances (FCS)
node_267,2166074,FDA Pharm Classes,2,1563,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Pharm Classes
node_365,5553592,FDA Purple Book,2,28,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Purple Book
node_417,16930017,FDA Regulatory Status of Color Additives,2,223,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Regulatory Status of Color Additives
node_414,16930014,FDA Substances Added to Food,2,2859,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FDA Substances Added to Food
node_300,3406935,Flavor and Extract Manufacturers Association (FEMA),2,2388,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Flavor and Extract Manufacturers Association (FEMA)
node_437,18296077,Food Ontology (FoodOn),2,855,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Food Ontology (FoodOn)
node_338,4088596,FooDB,2,10227,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > FooDB
node_397,12940424,GHS Classification (UNECE),2,271348,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > GHS Classification (UNECE)
node_402,13312512,Glycan Naming and Subsumption Ontology (GNOme),2,45474,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Glycan Naming and Subsumption Ontology (GNOme)
node_347,4335081,GlycoNAVI,2,783,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > GlycoNAVI
node_425,17241922,GlyConnect,2,1911,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > GlyConnect
node_337,4072107,GlyCosmos Glycoscience Portal,2,53733,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > GlyCosmos Glycoscience Portal
node_331,3998176,GlyGen,2,15689,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > GlyGen
node_330,3982910,GlyTouCan Project,2,52910,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > GlyTouCan Project
node_406,13313624,Handbook of Mineralogy,2,236,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Handbook of Mineralogy
node_363,5541179,"Haz-Map, Information on Hazardous Chemicals and Occupational Diseases",2,11536,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > Haz-Map, Information on Hazardous Chemicals and Occupational Diseases"
node_302,3507862,"Hazardous Chemical Information System (HCIS), Safe Work Australia",2,4118,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > Hazardous Chemical Information System (HCIS), Safe Work Australia"
node_334,4041263,Hazardous Substances Data Bank (HSDB),2,5610,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Hazardous Substances Data Bank (HSDB)
node_290,3101693,Human Metabolome Database (HMDB),2,203800,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Human Metabolome Database (HMDB)
node_387,5614017,ILO-WHO International Chemical Safety Cards (ICSCs),2,1586,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > ILO-WHO International Chemical Safety Cards (ICSCs)
node_344,4308214,International Agency for Research on Cancer (IARC),2,876,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > International Agency for Research on Cancer (IARC)
node_395,12871129,International Fragrance Association (IFRA),2,2540,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > International Fragrance Association (IFRA)
node_400,13123425,IUPAC Digitized pKa Dataset,2,10611,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > IUPAC Digitized pKa Dataset
node_297,3373679,IUPHAR/BPS Guide to PHARMACOLOGY,2,9649,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > IUPHAR/BPS Guide to PHARMACOLOGY
node_382,5592748,Japan Chemical Substance Dictionary (Nikkaji),2,3534448,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Japan Chemical Substance Dictionary (Nikkaji)
node_405,13313404,Japan Pharmaceuticals and Medical Devices Agency (PMDA),2,182,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Japan Pharmaceuticals and Medical Devices Agency (PMDA)
node_336,4072106,Joint FAO/WHO Expert Committee on Food Additives (JECFA),2,3043,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Joint FAO/WHO Expert Committee on Food Additives (JECFA)
node_274,2166089,KEGG,2,25302,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > KEGG
node_380,5592126,KNApSAcK Species-Metabolite Database,2,47729,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > KNApSAcK Species-Metabolite Database
node_375,5565658,"Kruve Lab, Ionization & Mass Spectrometry, Stockholm University",2,397,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > Kruve Lab, Ionization & Mass Spectrometry, Stockholm University"
node_319,3876358,"Lab and Research Safety, University of Minnesota",2,240,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > Lab and Research Safety, University of Minnesota"
node_277,2166097,LIPID MAPS,2,48632,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > LIPID MAPS
node_285,2733217,LiverTox,2,885,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > LiverTox
node_354,4875769,LOTUS - the natural products occurrence database,2,224615,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > LOTUS - the natural products occurrence database
node_369,5562094,MarkerDB,2,1108,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > MarkerDB
node_352,4636481,MassBank Europe,2,20276,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > MassBank Europe
node_298,3395385,MassBank of North America (MoNA),2,652593,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > MassBank of North America (MoNA)
node_341,4198065,Medical Subject Headings (MeSH),2,89462,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Medical Subject Headings (MeSH)
node_434,18229618,MetaboLights,2,8817,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > MetaboLights
node_378,5592123,Metabolomics Workbench,2,176701,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Metabolomics Workbench
node_311,3647737,Molecular Imaging and Contrast Agent Database (MICAD),2,365,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Molecular Imaging and Contrast Agent Database (MICAD)
node_381,5592747,Molecular Imaging Database (MOLI),2,1543,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Molecular Imaging Database (MOLI)
node_410,13407308,MolGenie,2,4783587,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > MolGenie
node_389,5614337,Mother To Baby Fact Sheets,2,159,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Mother To Baby Fact Sheets
node_357,4877710,National Drug Code (NDC) Directory,2,3659,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > National Drug Code (NDC) Directory
node_379,5592124,Natural Product Activity and Species Source (NPASS),2,82181,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Natural Product Activity and Species Source (NPASS)
node_367,5554044,Nature Catalysis,2,1109,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Nature Catalysis
node_323,3948057,Nature Chemical Biology,2,16706,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Nature Chemical Biology
node_325,3948059,Nature Chemistry,2,29823,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Nature Chemistry
node_324,3948058,Nature Communications,2,1594,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Nature Communications
node_366,5554043,Nature Portfolio Journals,2,314,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Nature Portfolio Journals
node_368,5554045,Nature Synthesis,2,8493,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Nature Synthesis
node_441,18951464,NCATS Antiviral Compound Database,2,5087,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NCATS Antiviral Compound Database
node_276,2166096,NCBI,2,2718826,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NCBI
node_294,3128991,NCI Cancer Drugs,2,229,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NCI Cancer Drugs
node_282,2534392,NCI Investigational Drugs,2,89,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NCI Investigational Drugs
node_320,3891199,NCI Thesaurus (NCIt),2,20809,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NCI Thesaurus (NCIt)
node_394,12871128,New Zealand Environmental Protection Authority (EPA),2,17544,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > New Zealand Environmental Protection Authority (EPA)
node_426,17764026,NIAID ChemDB,2,279247,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NIAID ChemDB
node_435,18246706,NIH Dietary Supplement Fact Sheets,2,63,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NIH Dietary Supplement Fact Sheets
node_273,2166088,NIOSH Manual of Analytical Methods,2,205,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NIOSH Manual of Analytical Methods
node_308,3647734,NIPH Clinical Trials Search of Japan,2,1380,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NIPH Clinical Trials Search of Japan
node_316,3857764,NIST Mass Spectrometry Data Center,2,262555,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NIST Mass Spectrometry Data Center
node_348,4358447,NIST Synthetic Polymer MALDI Recipes Database,2,90,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NIST Synthetic Polymer MALDI Recipes Database
node_271,2166081,NITE-CMC,2,3175,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NITE-CMC
node_270,2166080,NJDOH RTK Hazardous Substance List,2,2043,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NJDOH RTK Hazardous Substance List
node_358,4877711,NLM RxNorm Terminology,2,3940,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NLM RxNorm Terminology
node_307,3647733,NMRShiftDB,2,42453,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NMRShiftDB
node_329,3956436,NORMAN Suspect List Exchange,2,136157,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NORMAN Suspect List Exchange
node_418,16930999,NTP Technical Reports,2,506,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > NTP Technical Reports
node_314,3749971,Occupational Safety and Health Administration (OSHA),2,775,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Occupational Safety and Health Administration (OSHA)
node_415,16930015,Open Targets,2,19260,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Open Targets
node_438,18351191,"PAC Chemical Database, U.S. Department of Energy",2,2810,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > PAC Chemical Database, U.S. Department of Energy"
node_327,3956027,PATENTSCOPE (WIPO),2,22302615,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > PATENTSCOPE (WIPO)
node_422,17147345,Pertti (Bert) Hakkinen's Toxicology and Other Annotations,2,125,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Pertti (Bert) Hakkinen's Toxicology and Other Annotations
node_411,13589651,PharmGKB,2,3825,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > PharmGKB
node_385,5593203,Pharos,2,366629,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Pharos
node_295,3301275,Pistoia Alliance Chemical Safety Library,2,244,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Pistoia Alliance Chemical Safety Library
node_315,3811982,Protein Data Bank in Europe (PDBe),2,40328,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Protein Data Bank in Europe (PDBe)
node_312,3662371,PubChem Elements,2,1396,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > PubChem Elements
node_321,3900108,RCSB Protein Data Bank (RCSB PDB),2,45689,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > RCSB Protein Data Bank (RCSB PDB)
node_401,13123426,Regulation (EC) No 1272/2008 of the European Parliament and of the Council,2,3123,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Regulation (EC) No 1272/2008 of the European Parliament and of the Council
node_335,4051485,Rhea - Annotated Reactions Database,2,13299,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Rhea - Annotated Reactions Database
node_416,16930016,Risk Assessment Information System (RAIS),2,2071,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Risk Assessment Information System (RAIS)
node_383,5592923,RRUFF Project,2,258,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > RRUFF Project
node_303,3507863,Sanford-Burnham Center for Chemical Genomics,2,57854,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Sanford-Burnham Center for Chemical Genomics
node_289,2999718,SpectraBase,2,959562,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > SpectraBase
node_292,3115240,Springer Nature,2,740475,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Springer Nature
node_328,3956433,SpringerMaterials,2,32963,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > SpringerMaterials
node_419,16994505,StatPearls,2,561,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > StatPearls
node_350,4364671,"Suuberg Lab, School of Engineering, Brown University",2,11,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > Suuberg Lab, School of Engineering, Brown University"
node_278,2166099,The Cambridge Structural Database,2,73789,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > The Cambridge Structural Database
node_301,3406936,The National Institute for Occupational Safety and Health (NIOSH),2,628,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > The National Institute for Occupational Safety and Health (NIOSH)
node_345,4308215,The Natural Products Atlas,2,37363,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > The Natural Products Atlas
node_322,3940358,The University of Alabama Libraries,2,2870,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > The University of Alabama Libraries
node_372,5564824,Therapeutic Target Database (TTD),2,25656,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Therapeutic Target Database (TTD)
node_304,3587567,Thieme Chemistry,2,899537,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Thieme Chemistry
node_377,5592120,Toxin and Toxin Target Database (T3DB),2,4045,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > Toxin and Toxin Target Database (T3DB)
node_391,11290137,U.S. Chemical Safety and Hazard Investigation Board (CSB),2,13,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > U.S. Chemical Safety and Hazard Investigation Board (CSB)
node_428,17764028,"US Code of Federal Regulations, Hazardous Materials, 49 CFR Part 172",2,2022,0,True,PubChem Compound TOC > Information Sources,"PubChem Compound TOC > Information Sources > US Code of Federal Regulations, Hazardous Materials, 49 CFR Part 172"
node_420,17058747,USDA APHIS Chemical Effects Database,2,1877,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > USDA APHIS Chemical Effects Database
node_281,2499254,USDA Pesticide Data Program,2,647,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > USDA Pesticide Data Program
node_280,2499252,USGS Columbia Environmental Research Center,2,301,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > USGS Columbia Environmental Research Center
node_408,13315355,USGS Health-Based Screening Levels for Evaluating Water-Quality Data,2,797,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > USGS Health-Based Screening Levels for Evaluating Water-Quality Data
node_293,3115244,USGS National Minerals Information Center,2,63,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > USGS National Minerals Information Center
node_430,18053273,USITC Harmonized Tariff Schedule,2,1045,0,True,PubChem Compound TOC > Information Sources,PubChem Compound TOC > Information Sources > USITC Harmonized Tariff Schedule
